name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played
Ray Spalding,POWER FORWARD,21,PHOENIX SUNS,0,3,4,12,15,33,5,9,8,9,23,54,2019,,13
Ray Spalding,POWER FORWARD,21,PHOENIX SUNS,0,3,4,12,15,33,5,9,8,9,23,54,2019,0.532,13
Omari Spellman,POWER FORWARD,21,ATLANTA HAWKS,44,128,32,45,72,122,47,26,25,31,67,272,2019,0.402,46
Nik Stauskas,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,43,125,32,36,10,70,62,14,4,40,31,267,2019,0.402,44
Nik Stauskas,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,43,125,32,36,10,70,62,14,4,40,31,267,2019,0.419,44
Nik Stauskas,SHOOTING GUARD,25,PORTLAND TRAIL BLAZERS,43,125,32,36,10,70,62,14,4,40,31,267,2019,0.367,44
Nik Stauskas,SHOOTING GUARD,25,CLEVELAND CAVALIERS,27,63,25,28,8,39,19,7,3,11,19,132,2019,0.402,24
Nik Stauskas,SHOOTING GUARD,25,CLEVELAND CAVALIERS,27,63,25,28,8,39,19,7,3,11,19,132,2019,0.419,24
Nik Stauskas,SHOOTING GUARD,25,CLEVELAND CAVALIERS,27,63,25,28,8,39,19,7,3,11,19,132,2019,0.367,24
D.J. Stephens,SHOOTING GUARD,28,MEMPHIS GRIZZLIES,0,0,0,0,0,0,0,1,0,1,0,2,2019,0.5,1
Lance Stephenson,SHOOTING GUARD,28,LOS ANGELES LAKERS,73,197,50,73,32,183,140,41,7,86,111,491,2019,0.426,68
Edmond Sumner,POINT GUARD,23,INDIANA PACERS,7,27,15,24,9,15,10,12,5,10,26,66,2019,0.344,23
Caleb Swanigan,POWER FORWARD,21,PORTLAND TRAIL BLAZERS,1,5,6,7,13,39,7,4,0,16,22,35,2019,0.34,18
Caleb Swanigan,POWER FORWARD,21,PORTLAND TRAIL BLAZERS,1,5,6,7,13,39,7,4,0,16,22,35,2019,0.318,18
Caleb Swanigan,POWER FORWARD,21,PORTLAND TRAIL BLAZERS,1,5,6,7,13,39,7,4,0,16,22,35,2019,0.444,18
Caleb Swanigan,POWER FORWARD,21,SACRAMENTO KINGS,0,2,0,2,4,8,4,2,1,2,6,8,2019,0.34,3
Caleb Swanigan,POWER FORWARD,21,SACRAMENTO KINGS,0,2,0,2,4,8,4,2,1,2,6,8,2019,0.318,3
Caleb Swanigan,POWER FORWARD,21,SACRAMENTO KINGS,0,2,0,2,4,8,4,2,1,2,6,8,2019,0.444,3
Jayson Tatum,SMALL FORWARD,20,BOSTON CELTICS,116,311,195,228,70,407,168,84,57,122,168,1243,2019,0.45,79
Jeff Teague,POINT GUARD,30,MINNESOTA TIMBERWOLVES,35,105,123,153,16,90,343,43,18,97,90,510,2019,0.423,42
Garrett Temple,SHOOTING GUARD,32,MEMPHIS GRIZZLIES,74,210,57,76,18,134,69,50,25,54,134,463,2019,0.422,49
Garrett Temple,SHOOTING GUARD,32,MEMPHIS GRIZZLIES,74,210,57,76,18,134,69,50,25,54,134,463,2019,0.429,49
Garrett Temple,SHOOTING GUARD,32,MEMPHIS GRIZZLIES,74,210,57,76,18,134,69,50,25,54,134,463,2019,0.396,49
Garrett Temple,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,16,54,23,31,10,54,37,26,5,16,70,123,2019,0.422,26
Garrett Temple,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,16,54,23,31,10,54,37,26,5,16,70,123,2019,0.429,26
Garrett Temple,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,16,54,23,31,10,54,37,26,5,16,70,123,2019,0.396,26
Miloš Teodosić,POINT GUARD,31,LOS ANGELES CLIPPERS,10,27,4,7,3,13,32,3,1,21,27,48,2019,0.425,15
Jared Terrell,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,4,17,3,6,1,5,12,3,2,10,16,31,2019,0.308,14
Emanuel Terry,POWER FORWARD,22,PHOENIX SUNS,0,0,1,2,2,4,1,3,0,2,4,9,2019,0.571,2
Emanuel Terry,POWER FORWARD,22,PHOENIX SUNS,0,0,1,2,2,4,1,3,0,2,4,9,2019,0.667,2
Emanuel Terry,POWER FORWARD,22,PHOENIX SUNS,0,0,1,2,2,4,1,3,0,2,4,9,2019,0.0,2
Emanuel Terry,POWER FORWARD,22,MIAMI HEAT,0,0,1,2,1,0,1,0,0,0,0,1,2019,0.571,1
Emanuel Terry,POWER FORWARD,22,MIAMI HEAT,0,0,1,2,1,0,1,0,0,0,0,1,2019,0.667,1
Emanuel Terry,POWER FORWARD,22,MIAMI HEAT,0,0,1,2,1,0,1,0,0,0,0,1,2019,0.0,1
Daniel Theis,CENTER,26,BOSTON CELTICS,26,67,56,76,87,138,68,21,42,33,161,374,2019,0.549,66
Isaiah Thomas,SHOOTING GUARD,29,DENVER NUGGETS,12,43,17,27,5,8,23,5,1,18,17,97,2019,0.343,12
Khyri Thomas,SHOOTING GUARD,22,DETROIT PISTONS,10,35,7,11,4,16,8,7,5,4,22,61,2019,0.319,26
Lance Thomas,POWER FORWARD,30,NEW YORK KNICKS,22,79,27,36,21,96,27,17,7,24,83,205,2019,0.396,46
Klay Thompson,SHOOTING GUARD,28,GOLDEN STATE WARRIORS,241,599,129,158,37,262,186,84,47,115,157,1680,2019,0.467,78
Tristan Thompson,CENTER,27,CLEVELAND CAVALIERS,0,0,68,106,173,265,86,28,16,59,89,470,2019,0.529,43
Sindarius Thornwell,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,3,15,25,34,5,39,18,14,7,20,41,62,2019,0.347,64
Anthony Tolliver,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,81,215,47,60,15,162,46,17,21,36,91,326,2019,0.382,65
Karl-Anthony Towns,CENTER,23,MINNESOTA TIMBERWOLVES,142,355,376,450,263,691,259,67,125,240,292,1880,2019,0.518,77
Gary Trent Jr.,SHOOTING GUARD,20,PORTLAND TRAIL BLAZERS,5,21,3,7,1,10,5,1,2,4,4,40,2019,0.32,15
Allonzo Trier,SHOOTING GUARD,23,NEW YORK KNICKS,52,132,179,223,31,166,119,28,14,116,117,695,2019,0.448,64
P.J. Tucker,POWER FORWARD,33,HOUSTON ROCKETS,146,387,41,59,121,358,96,132,39,63,252,601,2019,0.396,82
Evan Turner,POINT GUARD,30,PORTLAND TRAIL BLAZERS,11,52,75,106,37,291,283,33,18,114,110,494,2019,0.46,73
Myles Turner,CENTER,22,INDIANA PACERS,76,196,148,201,101,430,115,60,199,100,195,984,2019,0.487,74
Ekpe Udoh,CENTER,31,UTAH JAZZ,0,0,19,30,27,63,28,10,31,13,36,119,2019,0.694,51
Tyler Ulis,POINT GUARD,23,CHICAGO BULLS,0,0,0,0,0,0,0,0,0,0,0,0,2019,,1
Jonas Valančiūnas,CENTER,26,TORONTO RAPTORS,9,30,77,94,54,162,29,13,23,39,82,384,2019,0.559,30
Jonas Valančiūnas,CENTER,26,TORONTO RAPTORS,9,30,77,94,54,162,29,13,23,39,82,384,2019,0.575,30
Jonas Valančiūnas,CENTER,26,TORONTO RAPTORS,9,30,77,94,54,162,29,13,23,39,82,384,2019,0.545,30
Jonas Valančiūnas,CENTER,26,MEMPHIS GRIZZLIES,5,18,70,91,52,151,41,6,30,51,64,379,2019,0.559,19
Jonas Valančiūnas,CENTER,26,MEMPHIS GRIZZLIES,5,18,70,91,52,151,41,6,30,51,64,379,2019,0.575,19
Jonas Valančiūnas,CENTER,26,MEMPHIS GRIZZLIES,5,18,70,91,52,151,41,6,30,51,64,379,2019,0.545,19
Jarred Vanderbilt,POWER FORWARD,19,DENVER NUGGETS,0,1,6,10,7,16,3,6,1,8,8,24,2019,0.474,17
Fred VanVleet,POINT GUARD,24,TORONTO RAPTORS,112,296,97,115,21,146,307,57,20,82,110,701,2019,0.41,64
Noah Vonleh,POWER FORWARD,23,NEW YORK KNICKS,46,137,111,156,113,415,129,46,51,88,174,571,2019,0.47,68
Nikola Vučević,CENTER,28,ORLANDO MAGIC,84,231,179,227,224,736,307,81,89,159,157,1665,2019,0.518,80
Dwyane Wade,SHOOTING GUARD,37,MIAMI HEAT,86,261,165,233,69,216,301,59,38,166,118,1083,2019,0.433,72
Moritz Wagner,CENTER,21,LOS ANGELES LAKERS,22,77,43,53,17,68,24,11,13,39,57,207,2019,0.415,43
Dion Waiters,SHOOTING GUARD,27,MIAMI HEAT,109,289,22,44,7,109,121,29,9,64,72,527,2019,0.414,44
Kemba Walker,POINT GUARD,28,CHARLOTTE HORNETS,260,731,380,450,52,309,484,102,34,211,131,2102,2019,0.434,82
Lonnie Walker IV,SHOOTING GUARD,20,SAN ANTONIO SPURS,5,13,8,10,0,17,9,7,3,4,7,45,2019,0.348,17
John Wall,POINT GUARD,28,WASHINGTON WIZARDS,51,169,122,175,15,101,279,49,29,121,71,663,2019,0.444,32
Tyrone Wallace,POINT GUARD,24,LOS ANGELES CLIPPERS,4,19,30,57,20,81,42,21,7,36,83,218,2019,0.424,62
Brad Wanamaker,POINT GUARD,29,BOSTON CELTICS,16,39,24,28,3,38,56,12,2,19,34,140,2019,0.476,36
T.J. Warren,SMALL FORWARD,25,PHOENIX SUNS,77,180,101,124,31,143,64,51,29,52,119,772,2019,0.486,43
Julian Washburn,SMALL FORWARD,27,MEMPHIS GRIZZLIES,5,24,3,4,8,33,14,13,2,7,16,40,2019,0.333,18
Yuta Watanabe,SMALL FORWARD,24,MEMPHIS GRIZZLIES,2,16,7,10,4,27,8,4,1,6,11,39,2019,0.294,15
Thomas Welsh,CENTER,22,DENVER NUGGETS,3,7,1,2,0,4,5,0,0,1,3,18,2019,0.538,11
Russell Westbrook,POINT GUARD,30,OKLAHOMA CITY THUNDER,119,411,296,451,109,698,784,142,33,325,245,1675,2019,0.428,73
Derrick White,POINT GUARD,24,SAN ANTONIO SPURS,48,142,95,123,35,212,263,67,47,97,145,663,2019,0.479,67
Okaro White,POWER FORWARD,26,WASHINGTON WIZARDS,0,2,0,0,1,1,0,0,0,0,0,0,2019,0.0,3
Hassan Whiteside,CENTER,29,MIAMI HEAT,2,16,109,243,257,560,56,46,136,97,192,887,2019,0.571,72
Andrew Wiggins,SMALL FORWARD,23,MINNESOTA TIMBERWOLVES,118,348,207,296,83,269,184,70,48,138,153,1321,2019,0.412,73
Alan Williams,POWER FORWARD,26,BROOKLYN NETS,0,1,2,4,4,15,3,1,0,1,2,18,2019,0.615,5
C.J. Williams,SHOOTING GUARD,28,MINNESOTA TIMBERWOLVES,5,16,0,1,1,7,12,6,0,5,16,39,2019,0.486,15
Johnathan Williams,CENTER,23,LOS ANGELES LAKERS,0,2,27,48,48,51,13,8,7,16,62,157,2019,0.591,24
Kenrich Williams,SMALL FORWARD,24,NEW ORLEANS PELICANS,52,156,13,19,55,164,83,45,19,36,95,279,2019,0.384,46
Lou Williams,SHOOTING GUARD,32,LOS ANGELES CLIPPERS,105,291,425,485,40,182,402,57,11,181,80,1498,2019,0.425,75
Marvin Williams,POWER FORWARD,32,CHARLOTTE HORNETS,140,382,66,86,76,331,92,71,61,47,156,756,2019,0.422,75
Robert Williams,CENTER,21,BOSTON CELTICS,0,0,9,15,27,54,7,9,40,10,36,81,2019,0.706,32
Troy Williams,SMALL FORWARD,24,SACRAMENTO KINGS,14,44,9,15,12,47,11,10,8,9,37,111,2019,0.449,21
D.J. Wilson,POWER FORWARD,22,MILWAUKEE BUCKS,46,127,26,47,45,177,52,18,20,32,85,280,2019,0.414,48
Justise Winslow,SMALL FORWARD,22,MIAMI HEAT,96,256,86,137,63,292,282,72,19,142,177,830,2019,0.433,66
Christian Wood,POWER FORWARD,23,MILWAUKEE BUCKS,3,5,10,15,4,16,2,0,0,3,3,37,2019,0.521,13
Christian Wood,POWER FORWARD,23,MILWAUKEE BUCKS,3,5,10,15,4,16,2,0,0,3,3,37,2019,0.48,13
Christian Wood,POWER FORWARD,23,MILWAUKEE BUCKS,3,5,10,15,4,16,2,0,0,3,3,37,2019,0.533,13
Christian Wood,POWER FORWARD,23,NEW ORLEANS PELICANS,6,21,31,41,13,50,6,7,10,14,14,135,2019,0.521,8
Christian Wood,POWER FORWARD,23,NEW ORLEANS PELICANS,6,21,31,41,13,50,6,7,10,14,14,135,2019,0.48,8
Christian Wood,POWER FORWARD,23,NEW ORLEANS PELICANS,6,21,31,41,13,50,6,7,10,14,14,135,2019,0.533,8
Delon Wright,POINT GUARD,26,TORONTO RAPTORS,30,90,53,61,39,86,110,46,15,37,53,337,2019,0.434,49
Delon Wright,POINT GUARD,26,TORONTO RAPTORS,30,90,53,61,39,86,110,46,15,37,53,337,2019,0.433,49
Delon Wright,POINT GUARD,26,TORONTO RAPTORS,30,90,53,61,39,86,110,46,15,37,53,337,2019,0.434,49
Delon Wright,POINT GUARD,26,MEMPHIS GRIZZLIES,20,78,66,89,29,112,138,42,15,40,50,316,2019,0.434,26
Delon Wright,POINT GUARD,26,MEMPHIS GRIZZLIES,20,78,66,89,29,112,138,42,15,40,50,316,2019,0.433,26
Delon Wright,POINT GUARD,26,MEMPHIS GRIZZLIES,20,78,66,89,29,112,138,42,15,40,50,316,2019,0.434,26
Guerschon Yabusele,POWER FORWARD,23,BOSTON CELTICS,9,28,15,22,23,30,15,8,7,15,32,94,2019,0.455,41
Nick Young,SHOOTING GUARD,33,DENVER NUGGETS,3,8,0,0,0,1,2,0,1,2,4,9,2019,0.333,4
Thaddeus Young,POWER FORWARD,30,INDIANA PACERS,51,146,87,135,192,331,204,123,36,123,194,1024,2019,0.527,81
Trae Young,POINT GUARD,20,ATLANTA HAWKS,156,482,343,414,64,237,653,72,15,308,140,1549,2019,0.418,81
Cody Zeller,CENTER,26,CHARLOTTE HORNETS,6,22,111,141,110,223,102,38,41,62,164,497,2019,0.551,49
Tyler Zeller,CENTER,29,ATLANTA HAWKS,0,1,0,0,2,4,1,0,0,0,4,0,2019,0.533,2
Tyler Zeller,CENTER,29,ATLANTA HAWKS,0,1,0,0,2,4,1,0,0,0,4,0,2019,0.0,2
Tyler Zeller,CENTER,29,ATLANTA HAWKS,0,1,0,0,2,4,1,0,0,0,4,0,2019,0.571,2
Tyler Zeller,CENTER,29,MEMPHIS GRIZZLIES,0,0,14,18,9,9,3,1,3,4,16,46,2019,0.533,4
Tyler Zeller,CENTER,29,MEMPHIS GRIZZLIES,0,0,14,18,9,9,3,1,3,4,16,46,2019,0.0,4
Tyler Zeller,CENTER,29,MEMPHIS GRIZZLIES,0,0,14,18,9,9,3,1,3,4,16,46,2019,0.571,4
Ante Žižić,CENTER,22,CLEVELAND CAVALIERS,0,0,93,132,108,212,53,13,22,61,113,459,2019,0.553,59
Ivica Zubac,CENTER,21,LOS ANGELES LAKERS,0,0,57,66,54,108,25,4,27,33,73,281,2019,0.559,33
Ivica Zubac,CENTER,21,LOS ANGELES LAKERS,0,0,57,66,54,108,25,4,27,33,73,281,2019,0.58,33
Ivica Zubac,CENTER,21,LOS ANGELES LAKERS,0,0,57,66,54,108,25,4,27,33,73,281,2019,0.538,33
Ivica Zubac,CENTER,21,LOS ANGELES CLIPPERS,0,0,44,60,61,139,38,10,24,37,64,244,2019,0.559,26
Ivica Zubac,CENTER,21,LOS ANGELES CLIPPERS,0,0,44,60,61,139,38,10,24,37,64,244,2019,0.58,26
Ivica Zubac,CENTER,21,LOS ANGELES CLIPPERS,0,0,44,60,61,139,38,10,24,37,64,244,2019,0.538,26
Steven Adams,CENTER,26,OKLAHOMA CITY THUNDER,1,3,117,201,207,376,146,51,67,94,122,684,2020,0.592,63
Bam Adebayo,POWER FORWARD,22,MIAMI HEAT,2,14,264,382,176,559,368,82,93,204,182,1146,2020,0.557,72
LaMarcus Aldridge,CENTER,34,SAN ANTONIO SPURS,61,157,158,191,103,289,129,36,87,74,128,1001,2020,0.493,53
Kyle Alexander,CENTER,23,MIAMI HEAT,0,0,0,0,2,1,0,0,0,1,1,2,2020,0.5,2
Nickeil Alexander-Walker,SHOOTING GUARD,21,NEW ORLEANS PELICANS,46,133,25,37,9,75,89,17,8,54,57,267,2020,0.368,47
Grayson Allen,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,57,141,39,45,8,77,52,10,2,33,53,330,2020,0.466,38
Jarrett Allen,CENTER,21,BROOKLYN NETS,0,6,171,270,216,455,110,40,92,77,162,775,2020,0.649,70
Kadeem Allen,POINT GUARD,27,NEW YORK KNICKS,5,16,7,11,2,7,21,5,2,8,7,50,2020,0.432,10
Al-Farouq Aminu,POWER FORWARD,29,ORLANDO MAGIC,9,36,19,29,24,63,21,18,8,17,27,78,2020,0.291,18
Justin Anderson,SHOOTING GUARD,26,BROOKLYN NETS,6,29,2,4,1,20,8,0,6,4,13,28,2020,0.263,10
Kyle Anderson,SMALL FORWARD,26,MEMPHIS GRIZZLIES,24,85,52,78,58,227,162,54,37,66,111,390,2020,0.474,67
Ryan Anderson,CENTER,31,HOUSTON ROCKETS,1,5,0,0,0,7,2,1,0,1,1,5,2020,0.286,2
Giannis Antetokounmpo,POWER FORWARD,25,MILWAUKEE BUCKS,89,293,398,629,140,716,354,61,66,230,195,1857,2020,0.553,63
Kostas Antetokounmpo,POWER FORWARD,22,LOS ANGELES LAKERS,0,0,1,2,2,1,2,0,0,1,2,7,2020,1.0,5
Thanasis Antetokounmpo,SMALL FORWARD,27,MILWAUKEE BUCKS,0,10,7,17,12,12,15,7,2,12,18,55,2020,0.5,20
Carmelo Anthony,POWER FORWARD,35,PORTLAND TRAIL BLAZERS,87,226,136,161,71,297,85,49,27,100,171,895,2020,0.43,58
OG Anunoby,SMALL FORWARD,22,TORONTO RAPTORS,89,228,72,102,80,284,108,96,45,79,167,733,2020,0.505,69
Ryan Arcidiacono,POINT GUARD,25,CHICAGO BULLS,54,138,27,38,20,90,96,27,3,37,96,261,2020,0.409,58
Trevor Ariza,SMALL FORWARD,34,SACRAMENTO KINGS,43,122,21,27,21,125,50,35,7,28,63,192,2020,0.438,32
Trevor Ariza,SMALL FORWARD,34,SACRAMENTO KINGS,43,122,21,27,21,125,50,35,7,28,63,192,2020,0.388,32
Trevor Ariza,SMALL FORWARD,34,SACRAMENTO KINGS,43,122,21,27,21,125,50,35,7,28,63,192,2020,0.491,32
Trevor Ariza,SMALL FORWARD,34,PORTLAND TRAIL BLAZERS,34,85,41,47,13,87,41,34,8,28,48,231,2020,0.438,21
Trevor Ariza,SMALL FORWARD,34,PORTLAND TRAIL BLAZERS,34,85,41,47,13,87,41,34,8,28,48,231,2020,0.388,21
Trevor Ariza,SMALL FORWARD,34,PORTLAND TRAIL BLAZERS,34,85,41,47,13,87,41,34,8,28,48,231,2020,0.491,21
D.J. Augustin,POINT GUARD,32,ORLANDO MAGIC,70,201,161,181,22,100,262,34,1,86,72,599,2020,0.399,57
Deandre Ayton,CENTER,21,PHOENIX SUNS,3,13,67,89,147,289,72,26,58,80,117,690,2020,0.546,38
Dwayne Bacon,SHOOTING GUARD,24,CHARLOTTE HORNETS,19,67,35,53,15,85,52,23,2,37,52,224,2020,0.348,39
Marvin Bagley III,CENTER,20,SACRAMENTO KINGS,4,22,25,31,29,68,10,6,12,18,43,185,2020,0.467,13
Lonzo Ball,POINT GUARD,22,NEW ORLEANS PELICANS,148,395,43,76,71,312,438,88,38,193,128,745,2020,0.403,63
Mo Bamba,CENTER,21,ORLANDO MAGIC,37,107,31,46,100,202,42,23,86,42,116,332,2020,0.462,62
J.J. Barea,POINT GUARD,35,DALLAS MAVERICKS,32,85,20,22,10,43,112,5,2,38,27,222,2020,0.411,29
Harrison Barnes,POWER FORWARD,27,SACRAMENTO KINGS,102,268,214,267,77,278,159,43,12,88,93,1046,2020,0.46,72
RJ Barrett,SHOOTING GUARD,19,NEW YORK KNICKS,63,197,156,254,50,229,143,55,17,124,122,803,2020,0.402,56
Will Barton,SMALL FORWARD,29,DENVER NUGGETS,108,288,102,133,76,289,212,61,29,88,121,874,2020,0.45,58
Keita Bates-Diop,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,31,94,46,65,21,89,30,17,20,14,36,251,2020,0.427,37
Keita Bates-Diop,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,31,94,46,65,21,89,30,17,20,14,36,251,2020,0.422,37
Keita Bates-Diop,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,31,94,46,65,21,89,30,17,20,14,36,251,2020,0.464,37
Keita Bates-Diop,SMALL FORWARD,24,DENVER NUGGETS,3,9,8,10,4,13,0,2,4,3,7,37,2020,0.427,7
Keita Bates-Diop,SMALL FORWARD,24,DENVER NUGGETS,3,9,8,10,4,13,0,2,4,3,7,37,2020,0.422,7
Keita Bates-Diop,SMALL FORWARD,24,DENVER NUGGETS,3,9,8,10,4,13,0,2,4,3,7,37,2020,0.464,7
Nicolas Batum,SMALL FORWARD,31,CHARLOTTE HORNETS,14,49,9,10,25,75,66,17,8,22,41,79,2020,0.346,22
Aron Baynes,CENTER,33,PHOENIX SUNS,59,168,56,75,71,166,67,10,23,50,141,481,2020,0.48,42
Kent Bazemore,SMALL FORWARD,30,PORTLAND TRAIL BLAZERS,56,171,58,72,13,159,61,45,31,60,121,340,2020,0.375,43
Kent Bazemore,SMALL FORWARD,30,PORTLAND TRAIL BLAZERS,56,171,58,72,13,159,61,45,31,60,121,340,2020,0.347,43
Kent Bazemore,SMALL FORWARD,30,PORTLAND TRAIL BLAZERS,56,171,58,72,13,159,61,45,31,60,121,340,2020,0.418,43
Kent Bazemore,SMALL FORWARD,30,SACRAMENTO KINGS,28,73,55,75,14,108,32,29,9,31,75,257,2020,0.375,25
Kent Bazemore,SMALL FORWARD,30,SACRAMENTO KINGS,28,73,55,75,14,108,32,29,9,31,75,257,2020,0.347,25
Kent Bazemore,SMALL FORWARD,30,SACRAMENTO KINGS,28,73,55,75,14,108,32,29,9,31,75,257,2020,0.418,25
Darius Bazley,POWER FORWARD,19,OKLAHOMA CITY THUNDER,49,141,43,62,30,216,41,23,41,45,55,342,2020,0.394,61
Bradley Beal,SHOOTING GUARD,26,WASHINGTON WIZARDS,170,481,385,457,52,190,347,71,23,194,126,1741,2020,0.455,57
Malik Beasley,SHOOTING GUARD,23,DENVER NUGGETS,58,161,33,38,9,68,48,31,6,36,50,325,2020,0.425,41
Malik Beasley,SHOOTING GUARD,23,DENVER NUGGETS,58,161,33,38,9,68,48,31,6,36,50,325,2020,0.389,41
Malik Beasley,SHOOTING GUARD,23,DENVER NUGGETS,58,161,33,38,9,68,48,31,6,36,50,325,2020,0.472,41
Malik Beasley,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,49,115,21,28,9,62,27,9,2,21,27,290,2020,0.425,14
Malik Beasley,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,49,115,21,28,9,62,27,9,2,21,27,290,2020,0.389,14
Malik Beasley,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,49,115,21,28,9,62,27,9,2,21,27,290,2020,0.472,14
Marco Belinelli,SHOOTING GUARD,33,SAN ANTONIO SPURS,67,178,48,58,7,92,69,12,1,19,45,361,2020,0.392,57
Jordan Bell,CENTER,25,MINNESOTA TIMBERWOLVES,2,9,17,29,28,50,14,2,10,18,17,83,2020,0.522,27
Jordan Bell,CENTER,25,MINNESOTA TIMBERWOLVES,2,9,17,29,28,50,14,2,10,18,17,83,2020,0.533,27
Jordan Bell,CENTER,25,MINNESOTA TIMBERWOLVES,2,9,17,29,28,50,14,2,10,18,17,83,2020,0.429,27
Jordan Bell,CENTER,25,MEMPHIS GRIZZLIES,2,3,2,2,2,1,2,1,0,3,2,10,2020,0.522,2
Jordan Bell,CENTER,25,MEMPHIS GRIZZLIES,2,3,2,2,2,1,2,1,0,3,2,10,2020,0.533,2
Jordan Bell,CENTER,25,MEMPHIS GRIZZLIES,2,3,2,2,2,1,2,1,0,3,2,10,2020,0.429,2
DeAndre' Bembry,SHOOTING GUARD,25,ATLANTA HAWKS,15,65,26,48,34,118,81,55,19,60,84,249,2020,0.456,43
Dragan Bender,CENTER,22,MILWAUKEE BUCKS,4,9,2,3,0,20,9,0,5,5,16,26,2020,0.446,7
Dragan Bender,CENTER,22,MILWAUKEE BUCKS,4,9,2,3,0,20,9,0,5,5,16,26,2020,0.476,7
Dragan Bender,CENTER,22,MILWAUKEE BUCKS,4,9,2,3,0,20,9,0,5,5,16,26,2020,0.437,7
Dragan Bender,POWER FORWARD,22,GOLDEN STATE WARRIORS,11,34,8,11,16,37,19,4,4,16,26,81,2020,0.446,9
Dragan Bender,POWER FORWARD,22,GOLDEN STATE WARRIORS,11,34,8,11,16,37,19,4,4,16,26,81,2020,0.476,9
Dragan Bender,POWER FORWARD,22,GOLDEN STATE WARRIORS,11,34,8,11,16,37,19,4,4,16,26,81,2020,0.437,9
Dāvis Bertāns,POWER FORWARD,27,WASHINGTON WIZARDS,200,472,104,122,35,210,92,37,33,59,139,834,2020,0.434,54
Patrick Beverley,POINT GUARD,31,LOS ANGELES CLIPPERS,80,206,31,47,57,209,183,54,25,66,156,405,2020,0.431,51
Khem Birch,CENTER,27,ORLANDO MAGIC,0,1,66,101,91,129,50,20,23,31,91,212,2020,0.51,48
Goga Bitadze,CENTER,20,INDIANA PACERS,8,42,24,33,25,81,23,10,37,28,65,172,2020,0.467,54
Bismack Biyombo,CENTER,27,CHARLOTTE HORNETS,0,0,91,151,120,188,50,10,49,48,116,393,2020,0.543,53
Nemanja Bjelica,POWER FORWARD,31,SACRAMENTO KINGS,134,320,69,84,111,347,203,62,40,99,216,831,2020,0.481,72
Eric Bledsoe,POINT GUARD,30,MILWAUKEE BUCKS,74,215,169,214,43,239,328,57,26,148,128,911,2020,0.475,61
Bogdan Bogdanović,SHOOTING GUARD,27,SACRAMENTO KINGS,164,441,86,116,26,181,207,64,15,102,133,924,2020,0.44,61
Bojan Bogdanović,SMALL FORWARD,30,UTAH JAZZ,189,457,250,277,39,220,131,34,7,159,110,1275,2020,0.447,63
Bol Bol,POWER FORWARD,20,DENVER NUGGETS,4,9,8,10,5,14,6,2,6,10,11,40,2020,0.5,7
Jonah Bolden,CENTER,24,PHILADELPHIA 76ERS,0,1,0,2,0,1,0,1,0,2,4,4,2020,0.364,4
Jonah Bolden,CENTER,24,PHILADELPHIA 76ERS,0,1,0,2,0,1,0,1,0,2,4,4,2020,0.667,4
Jonah Bolden,CENTER,24,PHILADELPHIA 76ERS,0,1,0,2,0,1,0,1,0,2,4,4,2020,0.25,4
Jonah Bolden,CENTER,24,PHOENIX SUNS,0,3,2,2,3,5,0,2,2,0,6,6,2020,0.364,3
Jonah Bolden,CENTER,24,PHOENIX SUNS,0,3,2,2,3,5,0,2,2,0,6,6,2020,0.667,3
Jonah Bolden,CENTER,24,PHOENIX SUNS,0,3,2,2,3,5,0,2,2,0,6,6,2020,0.25,3
Marques Bolden,CENTER,21,CLEVELAND CAVALIERS,0,0,0,0,0,2,0,1,0,0,1,0,2020,,1
Jordan Bone,POINT GUARD,22,DETROIT PISTONS,2,10,0,0,0,4,8,1,0,2,6,12,2020,0.25,10
Isaac Bonga,SMALL FORWARD,20,WASHINGTON WIZARDS,25,71,69,85,71,151,76,45,22,58,156,330,2020,0.504,66
Devin Booker,SHOOTING GUARD,23,PHOENIX SUNS,141,398,468,509,29,268,456,49,18,264,213,1863,2020,0.489,70
Chris Boucher,CENTER,27,TORONTO RAPTORS,38,118,91,116,107,170,26,22,61,28,114,411,2020,0.472,62
Brian Bowen,SMALL FORWARD,21,INDIANA PACERS,0,2,0,0,1,6,0,0,1,1,3,6,2020,0.3,6
Ky Bowman,POINT GUARD,22,GOLDEN STATE WARRIORS,33,107,34,41,24,97,131,44,10,70,102,335,2020,0.417,45
