name,positions,age,team,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,games_played,conferences,assists_per_game,assists_turnover_ratio
Shelvin Mack,POINT GUARD,27,ORLANDO MAGIC,48,139,69,97,23,143,272,54,8,89,91,473,2018,0.43,69,EC,3.9420289855072466,3.056179775280899
Josh Magette,POINT GUARD,28,ATLANTA HAWKS,8,22,8,8,2,17,57,8,1,9,16,46,2018,0.326,18,EC,3.1666666666666665,6.333333333333333
Ian Mahinmi,CENTER,31,WASHINGTON WIZARDS,0,2,90,128,135,177,53,38,42,100,230,366,2018,0.556,77,EC,0.6883116883116883,0.53
Thon Maker,CENTER,20,MILWAUKEE BUCKS,31,104,65,93,75,150,46,38,53,44,162,356,2018,0.411,74,EC,0.6216216216216216,1.0454545454545454
Boban Marjanović,CENTER,29,DETROIT PISTONS,0,0,36,45,15,42,14,4,6,22,28,118,2018,0.534,19,EC,0.7368421052631579,0.6363636363636364
Boban Marjanović,CENTER,29,DETROIT PISTONS,0,0,36,45,15,42,14,4,6,22,28,118,2018,0.519,19,EC,0.7368421052631579,0.6363636363636364
Boban Marjanović,CENTER,29,DETROIT PISTONS,0,0,36,45,15,42,14,4,6,22,28,118,2018,0.551,19,EC,0.7368421052631579,0.6363636363636364
Boban Marjanović,CENTER,29,LOS ANGELES CLIPPERS,0,0,41,52,33,54,8,6,5,14,23,117,2018,0.534,20,Unknown,0.4,0.5714285714285714
Boban Marjanović,CENTER,29,LOS ANGELES CLIPPERS,0,0,41,52,33,54,8,6,5,14,23,117,2018,0.519,20,Unknown,0.4,0.5714285714285714
Boban Marjanović,CENTER,29,LOS ANGELES CLIPPERS,0,0,41,52,33,54,8,6,5,14,23,117,2018,0.551,20,Unknown,0.4,0.5714285714285714
Lauri Markkanen,POWER FORWARD,20,CHICAGO BULLS,145,401,140,166,79,429,79,39,40,83,103,1033,2018,0.434,68,EC,1.161764705882353,0.9518072289156626
Jarell Martin,POWER FORWARD,23,MEMPHIS GRIZZLIES,34,98,89,116,97,221,73,39,49,86,211,565,2018,0.446,73,WC,1.0,0.8488372093023255
Frank Mason III,POINT GUARD,23,SACRAMENTO KINGS,31,86,94,115,30,100,147,34,10,65,72,413,2018,0.379,52,WC,2.826923076923077,2.2615384615384615
Mangok Mathiang,CENTER,25,CHARLOTTE HORNETS,0,0,0,1,3,7,0,1,0,0,5,8,2018,0.571,4,EC,0.0,
Wesley Matthews,SMALL FORWARD,31,DALLAS MAVERICKS,153,402,83,101,28,170,172,76,16,83,140,802,2018,0.406,63,WC,2.7301587301587302,2.072289156626506
Luc Mbah a Moute,POWER FORWARD,31,HOUSTON ROCKETS,63,173,65,95,22,164,55,72,25,68,100,460,2018,0.481,61,WC,0.9016393442622951,0.8088235294117647
James Michael McAdoo,POWER FORWARD,25,PHILADELPHIA 76ERS,2,7,2,2,0,2,0,0,1,1,1,8,2018,0.286,3,EC,0.0,0.0
Patrick McCaw,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,19,80,26,34,16,66,81,43,10,41,67,229,2018,0.409,57,WC,1.4210526315789473,1.975609756097561
CJ McCollum,SHOOTING GUARD,26,PORTLAND TRAIL BLAZERS,189,476,209,250,53,268,272,77,35,151,168,1732,2018,0.443,81,WC,3.3580246913580245,1.8013245033112584
T.J. McConnell,POINT GUARD,25,PHILADELPHIA 76ERS,27,62,31,39,37,189,303,92,13,112,122,478,2018,0.499,76,EC,3.986842105263158,2.705357142857143
Erik McCree,SMALL FORWARD,24,UTAH JAZZ,0,1,0,0,0,1,0,1,0,1,0,0,2018,0.0,4,WC,0.0,0.0
Chris McCullough,POWER FORWARD,22,WASHINGTON WIZARDS,1,8,9,14,7,18,4,0,5,2,8,46,2018,0.429,19,EC,0.21052631578947367,2.0
Doug McDermott,SMALL FORWARD,26,NEW YORK KNICKS,53,137,40,53,33,101,50,10,12,34,73,395,2018,0.467,55,EC,0.9090909090909091,1.4705882352941178
Doug McDermott,SMALL FORWARD,26,NEW YORK KNICKS,53,137,40,53,33,101,50,10,12,34,73,395,2018,0.46,55,EC,0.9090909090909091,1.4705882352941178
Doug McDermott,SMALL FORWARD,26,NEW YORK KNICKS,53,137,40,53,33,101,50,10,12,34,73,395,2018,0.478,55,EC,0.9090909090909091,1.4705882352941178
Doug McDermott,SMALL FORWARD,26,DALLAS MAVERICKS,39,79,24,28,7,59,29,9,4,22,49,235,2018,0.467,26,WC,1.1153846153846154,1.3181818181818181
Doug McDermott,SMALL FORWARD,26,DALLAS MAVERICKS,39,79,24,28,7,59,29,9,4,22,49,235,2018,0.46,26,WC,1.1153846153846154,1.3181818181818181
Doug McDermott,SMALL FORWARD,26,DALLAS MAVERICKS,39,79,24,28,7,59,29,9,4,22,49,235,2018,0.478,26,WC,1.1153846153846154,1.3181818181818181
JaVale McGee,CENTER,30,GOLDEN STATE WARRIORS,0,6,38,52,59,110,33,21,57,27,91,310,2018,0.621,65,WC,0.5076923076923077,1.2222222222222223
Rodney McGruder,SHOOTING GUARD,26,MIAMI HEAT,15,35,4,8,11,22,17,8,3,4,21,91,2018,0.493,18,EC,0.9444444444444444,4.25
Trey McKinney-Jones,SHOOTING GUARD,27,INDIANA PACERS,0,0,0,0,0,0,0,0,0,0,0,0,2018,,1,EC,0.0,
Alfonzo McKinnie,SMALL FORWARD,25,TORONTO RAPTORS,3,9,2,3,1,6,1,1,1,3,8,21,2018,0.533,14,EC,0.07142857142857142,0.3333333333333333
Ben McLemore,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,55,159,53,64,34,105,51,38,15,61,139,422,2018,0.421,56,WC,0.9107142857142857,0.8360655737704918
Josh McRoberts,POWER FORWARD,30,DALLAS MAVERICKS,0,1,0,0,0,0,0,0,0,0,2,0,2018,0.0,2,WC,0.0,
Jodie Meeks,SHOOTING GUARD,30,WASHINGTON WIZARDS,72,210,101,117,15,111,70,29,4,37,55,487,2018,0.399,77,EC,0.9090909090909091,1.8918918918918919
Salah Mejri,CENTER,31,DALLAS MAVERICKS,0,3,38,66,85,161,35,22,67,39,121,214,2018,0.642,61,WC,0.5737704918032787,0.8974358974358975
Jordan Mickey,POWER FORWARD,23,MIAMI HEAT,2,16,13,19,18,63,9,6,10,18,36,93,2018,0.476,23,EC,0.391304347826087,0.5
Khris Middleton,SMALL FORWARD,26,MILWAUKEE BUCKS,146,407,320,362,45,384,328,119,21,191,270,1652,2018,0.466,82,EC,4.0,1.7172774869109948
C.J. Miles,SMALL FORWARD,30,TORONTO RAPTORS,164,454,81,97,18,134,55,37,21,39,134,699,2018,0.379,70,EC,0.7857142857142857,1.4102564102564104
Darius Miller,SMALL FORWARD,27,NEW ORLEANS PELICANS,147,358,58,67,18,146,111,28,17,58,160,637,2018,0.444,82,WC,1.353658536585366,1.9137931034482758
Malcolm Miller,SMALL FORWARD,24,TORONTO RAPTORS,8,21,4,4,4,11,3,1,2,5,10,38,2018,0.464,15,EC,0.2,0.6
Patty Mills,POINT GUARD,29,SAN ANTONIO SPURS,154,414,105,118,26,128,229,55,11,106,128,819,2018,0.411,82,WC,2.792682926829268,2.160377358490566
Paul Millsap,POWER FORWARD,32,DENVER NUGGETS,39,113,112,161,65,180,105,39,44,73,99,555,2018,0.464,38,WC,2.763157894736842,1.4383561643835616
Nikola Mirotić,POWER FORWARD,26,CHICAGO BULLS,69,161,65,79,18,141,39,15,13,31,45,420,2018,0.447,25,EC,1.56,1.2580645161290323
Nikola Mirotić,POWER FORWARD,26,CHICAGO BULLS,69,161,65,79,18,141,39,15,13,31,45,420,2018,0.474,25,EC,1.56,1.2580645161290323
Nikola Mirotić,POWER FORWARD,26,CHICAGO BULLS,69,161,65,79,18,141,39,15,13,31,45,420,2018,0.427,25,EC,1.56,1.2580645161290323
Nikola Mirotić,POWER FORWARD,26,NEW ORLEANS PELICANS,66,197,47,58,41,205,41,29,26,31,63,439,2018,0.447,30,WC,1.3666666666666667,1.3225806451612903
Nikola Mirotić,POWER FORWARD,26,NEW ORLEANS PELICANS,66,197,47,58,41,205,41,29,26,31,63,439,2018,0.474,30,WC,1.3666666666666667,1.3225806451612903
Nikola Mirotić,POWER FORWARD,26,NEW ORLEANS PELICANS,66,197,47,58,41,205,41,29,26,31,63,439,2018,0.427,30,WC,1.3666666666666667,1.3225806451612903
Donovan Mitchell,SHOOTING GUARD,21,UTAH JAZZ,187,550,239,297,52,244,291,118,27,215,213,1616,2018,0.437,79,WC,3.6835443037974684,1.3534883720930233
Naz Mitrou-Long,SHOOTING GUARD,24,UTAH JAZZ,1,1,0,0,0,0,0,0,0,0,0,3,2018,1.0,1,WC,0.0,
Malik Monk,SHOOTING GUARD,19,CHARLOTTE HORNETS,83,243,32,38,8,58,91,20,9,49,60,421,2018,0.36,63,EC,1.4444444444444444,1.8571428571428572
Greg Monroe,CENTER,27,MILWAUKEE BUCKS,0,0,2,4,6,19,5,0,0,6,7,34,2018,0.565,5,EC,1.0,0.8333333333333334
Greg Monroe,CENTER,27,MILWAUKEE BUCKS,0,0,2,4,6,19,5,0,0,6,7,34,2018,0.485,5,EC,1.0,0.8333333333333334
Greg Monroe,CENTER,27,MILWAUKEE BUCKS,0,0,2,4,6,19,5,0,0,6,7,34,2018,0.626,5,EC,1.0,0.8333333333333334
Greg Monroe,CENTER,27,MILWAUKEE BUCKS,0,0,2,4,6,19,5,0,0,6,7,34,2018,0.53,5,EC,1.0,0.8333333333333334
Greg Monroe,CENTER,27,PHOENIX SUNS,0,0,31,46,50,110,50,16,6,40,40,225,2018,0.565,20,WC,2.5,1.25
Greg Monroe,CENTER,27,PHOENIX SUNS,0,0,31,46,50,110,50,16,6,40,40,225,2018,0.485,20,WC,2.5,1.25
Greg Monroe,CENTER,27,PHOENIX SUNS,0,0,31,46,50,110,50,16,6,40,40,225,2018,0.626,20,WC,2.5,1.25
Greg Monroe,CENTER,27,PHOENIX SUNS,0,0,31,46,50,110,50,16,6,40,40,225,2018,0.53,20,WC,2.5,1.25
Greg Monroe,CENTER,27,BOSTON CELTICS,0,0,55,69,53,112,59,28,17,48,48,265,2018,0.565,26,EC,2.269230769230769,1.2291666666666667
Greg Monroe,CENTER,27,BOSTON CELTICS,0,0,55,69,53,112,59,28,17,48,48,265,2018,0.485,26,EC,2.269230769230769,1.2291666666666667
Greg Monroe,CENTER,27,BOSTON CELTICS,0,0,55,69,53,112,59,28,17,48,48,265,2018,0.626,26,EC,2.269230769230769,1.2291666666666667
Greg Monroe,CENTER,27,BOSTON CELTICS,0,0,55,69,53,112,59,28,17,48,48,265,2018,0.53,26,EC,2.269230769230769,1.2291666666666667
Luis Montero,SHOOTING GUARD,24,DETROIT PISTONS,0,0,0,0,0,2,0,0,0,2,0,0,2018,0.0,2,EC,0.0,0.0
Ben Moore,POWER FORWARD,22,INDIANA PACERS,0,0,0,0,0,1,1,0,0,0,4,0,2018,,2,EC,0.5,inf
E'Twaun Moore,SHOOTING GUARD,28,NEW ORLEANS PELICANS,128,301,48,68,57,181,187,79,12,102,182,1022,2018,0.508,82,WC,2.2804878048780486,1.8333333333333333
Eric Moreland,POWER FORWARD,26,DETROIT PISTONS,0,0,11,29,81,197,78,31,51,42,116,143,2018,0.541,67,EC,1.164179104477612,1.8571428571428572
Jaylen Morris,SHOOTING GUARD,22,ATLANTA HAWKS,2,10,0,0,2,14,7,2,1,6,2,28,2018,0.406,6,EC,1.1666666666666667,1.1666666666666667
Marcus Morris,POWER FORWARD,28,BOSTON CELTICS,86,234,124,154,43,246,72,35,12,65,100,734,2018,0.429,54,EC,1.3333333333333333,1.1076923076923078
Markieff Morris,POWER FORWARD,28,WASHINGTON WIZARDS,76,207,105,128,75,334,142,56,38,127,216,841,2018,0.48,73,EC,1.9452054794520548,1.1181102362204725
Monte Morris,POINT GUARD,22,DENVER NUGGETS,0,1,2,2,0,2,7,3,0,1,1,10,2018,0.667,3,WC,2.3333333333333335,7.0
Johnathan Motley,POWER FORWARD,22,DALLAS MAVERICKS,1,6,15,28,14,35,7,3,2,9,18,96,2018,0.533,11,WC,0.6363636363636364,0.7777777777777778
Timofey Mozgov,CENTER,31,BROOKLYN NETS,4,18,23,30,32,66,11,5,13,33,39,131,2018,0.559,31,EC,0.3548387096774194,0.3333333333333333
Emmanuel Mudiay,POINT GUARD,21,DENVER NUGGETS,38,102,63,78,16,78,121,21,4,72,47,359,2018,0.388,42,WC,2.880952380952381,1.6805555555555556
Emmanuel Mudiay,POINT GUARD,21,DENVER NUGGETS,38,102,63,78,16,78,121,21,4,72,47,359,2018,0.401,42,WC,2.880952380952381,1.6805555555555556
Emmanuel Mudiay,POINT GUARD,21,DENVER NUGGETS,38,102,63,78,16,78,121,21,4,72,47,359,2018,0.368,42,WC,2.880952380952381,1.6805555555555556
Emmanuel Mudiay,POINT GUARD,21,NEW YORK KNICKS,9,46,35,51,10,48,85,20,7,41,33,194,2018,0.388,22,EC,3.8636363636363638,2.073170731707317
Emmanuel Mudiay,POINT GUARD,21,NEW YORK KNICKS,9,46,35,51,10,48,85,20,7,41,33,194,2018,0.401,22,EC,3.8636363636363638,2.073170731707317
Emmanuel Mudiay,POINT GUARD,21,NEW YORK KNICKS,9,46,35,51,10,48,85,20,7,41,33,194,2018,0.368,22,EC,3.8636363636363638,2.073170731707317
Shabazz Muhammad,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,4,19,22,31,15,30,7,5,2,5,23,120,2018,0.447,32,WC,0.21875,1.4
Shabazz Muhammad,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,4,19,22,31,15,30,7,5,2,5,23,120,2018,0.388,32,WC,0.21875,1.4
Shabazz Muhammad,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,4,19,22,31,15,30,7,5,2,5,23,120,2018,0.552,32,WC,0.21875,1.4
Shabazz Muhammad,SHOOTING GUARD,25,MILWAUKEE BUCKS,3,8,17,19,8,23,7,4,1,1,7,94,2018,0.447,11,EC,0.6363636363636364,7.0
Shabazz Muhammad,SHOOTING GUARD,25,MILWAUKEE BUCKS,3,8,17,19,8,23,7,4,1,1,7,94,2018,0.388,11,EC,0.6363636363636364,7.0
Shabazz Muhammad,SHOOTING GUARD,25,MILWAUKEE BUCKS,3,8,17,19,8,23,7,4,1,1,7,94,2018,0.552,11,EC,0.6363636363636364,7.0
Xavier Munford,SHOOTING GUARD,25,MILWAUKEE BUCKS,0,2,1,2,1,0,4,1,0,2,4,3,2018,0.167,6,EC,0.6666666666666666,2.0
Dejounte Murray,POINT GUARD,21,SAN ANTONIO SPURS,9,34,105,148,110,349,231,97,31,134,151,654,2018,0.443,81,WC,2.8518518518518516,1.7238805970149254
Jamal Murray,POINT GUARD,20,DENVER NUGGETS,165,436,229,253,82,215,274,79,28,172,173,1352,2018,0.451,81,WC,3.382716049382716,1.5930232558139534
Mike Muscala,CENTER,26,ATLANTA HAWKS,62,167,57,62,56,174,51,31,27,42,80,405,2018,0.458,53,EC,0.9622641509433962,1.2142857142857142
Abdel Nader,SMALL FORWARD,24,BOSTON CELTICS,23,65,23,39,13,58,26,15,10,34,45,146,2018,0.336,48,EC,0.5416666666666666,0.7647058823529411
Larry Nance Jr.,CENTER,25,LOS ANGELES LAKERS,1,4,55,87,108,176,57,59,20,41,113,360,2018,0.581,42,WC,1.3571428571428572,1.3902439024390243
Larry Nance Jr.,CENTER,25,LOS ANGELES LAKERS,1,4,55,87,108,176,57,59,20,41,113,360,2018,0.601,42,WC,1.3571428571428572,1.3902439024390243
Larry Nance Jr.,CENTER,25,LOS ANGELES LAKERS,1,4,55,87,108,176,57,59,20,41,113,360,2018,0.55,42,WC,1.3571428571428572,1.3902439024390243
Larry Nance Jr.,CENTER,25,CLEVELAND CAVALIERS,1,8,36,50,53,115,25,29,18,10,59,213,2018,0.581,24,EC,1.0416666666666667,2.5
Larry Nance Jr.,CENTER,25,CLEVELAND CAVALIERS,1,8,36,50,53,115,25,29,18,10,59,213,2018,0.601,24,EC,1.0416666666666667,2.5
Larry Nance Jr.,CENTER,25,CLEVELAND CAVALIERS,1,8,36,50,53,115,25,29,18,10,59,213,2018,0.55,24,EC,1.0416666666666667,2.5
Shabazz Napier,POINT GUARD,26,PORTLAND TRAIL BLAZERS,82,218,116,138,26,144,150,81,14,90,84,644,2018,0.42,74,WC,2.027027027027027,1.6666666666666667
Jameer Nelson,POINT GUARD,35,NEW ORLEANS PELICANS,40,110,13,17,11,85,156,23,3,56,67,221,2018,0.389,43,WC,3.627906976744186,2.7857142857142856
Jameer Nelson,POINT GUARD,35,NEW ORLEANS PELICANS,40,110,13,17,11,85,156,23,3,56,67,221,2018,0.41,43,WC,3.627906976744186,2.7857142857142856
Jameer Nelson,POINT GUARD,35,NEW ORLEANS PELICANS,40,110,13,17,11,85,156,23,3,56,67,221,2018,0.282,43,WC,3.627906976744186,2.7857142857142856
Jameer Nelson,POINT GUARD,35,DETROIT PISTONS,1,14,3,3,2,6,23,4,1,11,14,26,2018,0.389,7,EC,3.2857142857142856,2.090909090909091
Jameer Nelson,POINT GUARD,35,DETROIT PISTONS,1,14,3,3,2,6,23,4,1,11,14,26,2018,0.41,7,EC,3.2857142857142856,2.090909090909091
Jameer Nelson,POINT GUARD,35,DETROIT PISTONS,1,14,3,3,2,6,23,4,1,11,14,26,2018,0.282,7,EC,3.2857142857142856,2.090909090909091
Raul Neto,POINT GUARD,25,UTAH JAZZ,19,47,26,35,7,42,75,13,4,36,38,183,2018,0.457,41,WC,1.829268292682927,2.0833333333333335
Georges Niang,POWER FORWARD,24,UTAH JAZZ,0,4,1,2,3,6,3,2,0,3,1,9,2018,0.364,9,WC,0.3333333333333333,1.0
Joakim Noah,CENTER,32,NEW YORK KNICKS,0,0,2,4,6,8,4,2,2,4,5,12,2018,0.5,7,EC,0.5714285714285714,1.0
Nerlens Noel,CENTER,23,DALLAS MAVERICKS,0,1,21,28,48,120,20,31,22,26,59,131,2018,0.524,30,WC,0.6666666666666666,0.7692307692307693
Lucas Nogueira,CENTER,25,TORONTO RAPTORS,5,19,19,28,18,69,22,23,43,16,49,122,2018,0.613,49,EC,0.4489795918367347,1.375
Dirk Nowitzki,CENTER,39,DALLAS MAVERICKS,138,337,97,108,22,416,120,43,45,51,146,927,2018,0.456,77,WC,1.5584415584415585,2.3529411764705883
Frank Ntilikina,POINT GUARD,19,NEW YORK KNICKS,50,157,49,68,37,140,250,65,18,131,181,463,2018,0.364,78,EC,3.2051282051282053,1.9083969465648856
Jusuf Nurkić,CENTER,23,PORTLAND TRAIL BLAZERS,0,7,172,273,189,519,143,64,111,183,247,1132,2018,0.505,79,WC,1.8101265822784811,0.7814207650273224
David Nwaba,SHOOTING GUARD,25,CHICAGO BULLS,18,52,133,203,89,237,104,59,29,77,158,555,2018,0.478,70,EC,1.4857142857142858,1.3506493506493507
Johnny O'Bryant,POWER FORWARD,24,CHARLOTTE HORNETS,14,43,21,25,29,64,14,9,6,15,45,171,2018,0.398,36,EC,0.3888888888888889,0.9333333333333333
Royce O'Neale,SMALL FORWARD,24,UTAH JAZZ,42,118,61,76,25,211,95,36,16,55,105,343,2018,0.423,69,WC,1.3768115942028984,1.7272727272727273
Kyle O'Quinn,CENTER,27,NEW YORK KNICKS,4,17,98,127,121,349,158,36,98,100,192,550,2018,0.583,77,EC,2.051948051948052,1.58
Semi Ojeleye,POWER FORWARD,23,BOSTON CELTICS,40,125,25,41,37,124,20,21,4,25,91,195,2018,0.346,73,EC,0.273972602739726,0.8
Emeka Okafor,CENTER,35,NEW ORLEANS PELICANS,0,0,18,22,47,73,8,8,25,13,30,114,2018,0.505,26,WC,0.3076923076923077,0.6153846153846154
Jahlil Okafor,CENTER,22,PHILADELPHIA 76ERS,0,0,2,4,4,5,1,0,2,3,7,10,2018,0.558,2,EC,0.5,0.3333333333333333
Jahlil Okafor,CENTER,22,PHILADELPHIA 76ERS,0,0,2,4,4,5,1,0,2,3,7,10,2018,0.444,2,EC,0.5,0.3333333333333333
Jahlil Okafor,CENTER,22,PHILADELPHIA 76ERS,0,0,2,4,4,5,1,0,2,3,7,10,2018,0.566,2,EC,0.5,0.3333333333333333
Jahlil Okafor,CENTER,22,BROOKLYN NETS,1,4,19,25,17,59,11,3,16,18,44,166,2018,0.558,26,EC,0.4230769230769231,0.6111111111111112
Jahlil Okafor,CENTER,22,BROOKLYN NETS,1,4,19,25,17,59,11,3,16,18,44,166,2018,0.444,26,EC,0.4230769230769231,0.6111111111111112
Jahlil Okafor,CENTER,22,BROOKLYN NETS,1,4,19,25,17,59,11,3,16,18,44,166,2018,0.566,26,EC,0.4230769230769231,0.6111111111111112
Victor Oladipo,SHOOTING GUARD,25,INDIANA PACERS,161,434,294,368,47,343,323,177,57,219,175,1735,2018,0.477,75,EC,4.306666666666667,1.4748858447488584
Kelly Olynyk,POWER FORWARD,26,MIAMI HEAT,106,280,134,174,89,342,207,62,35,147,222,872,2018,0.497,76,EC,2.723684210526316,1.4081632653061225
Chinanu Onuaku,CENTER,21,HOUSTON ROCKETS,0,0,0,0,1,3,1,0,0,3,4,4,2018,0.4,1,WC,1.0,0.3333333333333333
Cedi Osman,SMALL FORWARD,22,CLEVELAND CAVALIERS,32,87,26,46,19,101,41,22,3,32,78,238,2018,0.484,61,EC,0.6721311475409836,1.28125
Kelly Oubre Jr.,SMALL FORWARD,22,WASHINGTON WIZARDS,126,369,191,233,59,304,98,80,35,90,234,953,2018,0.403,81,EC,1.2098765432098766,1.0888888888888888
Zaza Pachulia,CENTER,33,GOLDEN STATE WARRIORS,0,1,75,93,89,232,109,38,17,72,122,373,2018,0.564,69,WC,1.5797101449275361,1.5138888888888888
Marcus Paige,POINT GUARD,24,CHARLOTTE HORNETS,2,8,2,2,0,4,3,0,0,0,0,12,2018,0.286,5,EC,0.6,inf
Georgios Papagiannis,CENTER,20,SACRAMENTO KINGS,0,0,0,0,12,24,9,2,6,8,12,34,2018,0.429,16,WC,0.5625,1.125
Georgios Papagiannis,CENTER,20,SACRAMENTO KINGS,0,0,0,0,12,24,9,2,6,8,12,34,2018,0.415,16,WC,0.5625,1.125
Georgios Papagiannis,CENTER,20,SACRAMENTO KINGS,0,0,0,0,12,24,9,2,6,8,12,34,2018,1.0,16,WC,0.5625,1.125
Georgios Papagiannis,CENTER,20,PORTLAND TRAIL BLAZERS,0,0,0,0,1,0,0,2,0,0,0,2,2018,0.429,1,WC,0.0,
Georgios Papagiannis,CENTER,20,PORTLAND TRAIL BLAZERS,0,0,0,0,1,0,0,2,0,0,0,2,2018,0.415,1,WC,0.0,
Georgios Papagiannis,CENTER,20,PORTLAND TRAIL BLAZERS,0,0,0,0,1,0,0,2,0,0,0,2,2018,1.0,1,WC,0.0,
Jabari Parker,POWER FORWARD,22,MILWAUKEE BUCKS,31,81,40,54,42,109,59,25,10,45,50,391,2018,0.482,31,EC,1.903225806451613,1.3111111111111111
Tony Parker,POINT GUARD,35,SAN ANTONIO SPURS,10,37,55,78,7,88,195,28,1,68,52,421,2018,0.459,55,WC,3.5454545454545454,2.8676470588235294
Chandler Parsons,SMALL FORWARD,29,MEMPHIS GRIZZLIES,51,121,17,27,14,76,69,18,11,35,53,284,2018,0.462,36,WC,1.9166666666666667,1.9714285714285715
Patrick Patterson,POWER FORWARD,28,OKLAHOMA CITY THUNDER,66,171,40,46,32,161,57,48,23,33,87,318,2018,0.398,82,WC,0.6951219512195121,1.7272727272727273
Justin Patton,CENTER,20,MINNESOTA TIMBERWOLVES,0,0,0,0,0,0,0,1,0,0,1,2,2018,0.5,1,WC,0.0,
Brandon Paul,SHOOTING GUARD,26,SAN ANTONIO SPURS,15,54,22,43,6,62,37,25,7,29,58,147,2018,0.433,64,WC,0.578125,1.2758620689655173
Chris Paul,POINT GUARD,32,HOUSTON ROCKETS,144,379,203,221,37,276,457,96,14,128,141,1081,2018,0.46,58,WC,7.879310344827586,3.5703125
Adreian Payne,POWER FORWARD,26,ORLANDO MAGIC,2,3,5,6,2,7,0,2,0,2,6,21,2018,0.7,5,EC,0.0,0.0
Cameron Payne,POINT GUARD,23,CHICAGO BULLS,35,91,12,16,18,51,113,26,9,36,44,221,2018,0.405,25,EC,4.52,3.138888888888889
Elfrid Payton,POINT GUARD,23,ORLANDO MAGIC,25,67,72,114,47,127,275,64,16,114,97,573,2018,0.493,44,EC,6.25,2.412280701754386
Elfrid Payton,POINT GUARD,23,ORLANDO MAGIC,25,67,72,114,47,127,275,64,16,114,97,573,2018,0.52,44,EC,6.25,2.412280701754386
Elfrid Payton,POINT GUARD,23,ORLANDO MAGIC,25,67,72,114,47,127,275,64,16,114,97,573,2018,0.435,44,EC,6.25,2.412280701754386
Elfrid Payton,POINT GUARD,23,PHOENIX SUNS,5,25,37,54,17,83,118,19,6,54,50,224,2018,0.493,19,WC,6.2105263157894735,2.185185185185185
Elfrid Payton,POINT GUARD,23,PHOENIX SUNS,5,25,37,54,17,83,118,19,6,54,50,224,2018,0.52,19,WC,6.2105263157894735,2.185185185185185
Elfrid Payton,POINT GUARD,23,PHOENIX SUNS,5,25,37,54,17,83,118,19,6,54,50,224,2018,0.435,19,WC,6.2105263157894735,2.185185185185185
Gary Payton II,POINT GUARD,25,MILWAUKEE BUCKS,2,12,2,3,4,13,9,3,1,3,17,30,2018,0.405,12,EC,0.75,3.0
Gary Payton II,POINT GUARD,25,MILWAUKEE BUCKS,2,12,2,3,4,13,9,3,1,3,17,30,2018,0.394,12,EC,0.75,3.0
Gary Payton II,POINT GUARD,25,MILWAUKEE BUCKS,2,12,2,3,4,13,9,3,1,3,17,30,2018,0.415,12,EC,0.75,3.0
Gary Payton II,POINT GUARD,25,LOS ANGELES LAKERS,4,13,1,6,9,18,12,4,2,4,13,39,2018,0.405,11,WC,1.0909090909090908,3.0
Gary Payton II,POINT GUARD,25,LOS ANGELES LAKERS,4,13,1,6,9,18,12,4,2,4,13,39,2018,0.394,11,WC,1.0909090909090908,3.0
Gary Payton II,POINT GUARD,25,LOS ANGELES LAKERS,4,13,1,6,9,18,12,4,2,4,13,39,2018,0.415,11,WC,1.0909090909090908,3.0
Kendrick Perkins,CENTER,33,CLEVELAND CAVALIERS,0,0,1,2,0,1,2,1,0,1,1,3,2018,0.5,1,EC,2.0,2.0
London Perrantes,POINT GUARD,23,CLEVELAND CAVALIERS,0,3,3,5,1,3,5,2,1,1,6,7,2018,0.154,14,EC,0.35714285714285715,5.0
Alec Peters,POWER FORWARD,22,PHOENIX SUNS,18,58,8,10,8,29,12,2,2,4,13,82,2018,0.378,20,WC,0.6,3.0
Marshall Plumlee,CENTER,25,MILWAUKEE BUCKS,0,0,12,16,4,13,2,0,1,3,10,14,2018,0.333,8,EC,0.25,0.6666666666666666
Mason Plumlee,CENTER,27,DENVER NUGGETS,0,1,82,179,132,268,142,49,81,103,184,524,2018,0.601,74,WC,1.9189189189189189,1.3786407766990292
Miles Plumlee,CENTER,29,ATLANTA HAWKS,0,0,27,60,77,151,45,17,30,63,79,237,2018,0.583,55,EC,0.8181818181818182,0.7142857142857143
Jakob Poeltl,CENTER,22,TORONTO RAPTORS,1,2,60,101,165,228,57,39,100,85,212,567,2018,0.659,82,EC,0.6951219512195121,0.6705882352941176
Quincy Pondexter,SMALL FORWARD,29,CHICAGO BULLS,3,22,14,17,8,19,9,8,2,11,24,45,2018,0.286,23,EC,0.391304347826087,0.8181818181818182
Otto Porter Jr.,SMALL FORWARD,24,WASHINGTON WIZARDS,138,313,106,128,103,389,157,116,41,75,151,1134,2018,0.503,77,EC,2.038961038961039,2.0933333333333333
Bobby Portis,POWER FORWARD,22,CHICAGO BULLS,80,223,120,156,159,339,123,50,23,103,130,964,2018,0.471,73,EC,1.6849315068493151,1.1941747572815533
